Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Indicator_1
04/04/2024 14:44:30,04/04/2024 14:44:30,18540,18530,1558,18663.47
04/04/2024 14:45:00,04/04/2024 14:45:00,18520,18510,3537,18663.23
04/04/2024 14:45:30,04/04/2024 14:49:00,18520,18530,12429,18662.48
04/04/2024 14:49:30,04/04/2024 14:52:30,18530,18540,7758,18662.05
04/04/2024 14:53:00,04/04/2024 14:55:00,18530,18520,4708,18661.76
04/04/2024 14:55:30,04/04/2024 14:55:30,18500,18490,2873,18661.55
04/04/2024 14:56:00,04/04/2024 15:00:00,18490,18480,14408,18660.43
04/04/2024 15:00:30,04/04/2024 15:00:30,18470,18460,3196,18660.15
04/04/2024 15:01:00,04/04/2024 15:04:30,18460,18450,14837,18658.82
04/04/2024 15:05:00,04/04/2024 15:05:00,18450,18440,2429,18658.6
04/04/2024 15:05:30,04/04/2024 15:10:30,18450,18460,13512,18657.42
04/04/2024 15:11:00,04/04/2024 15:17:00,18450,18440,14885,18656.06
04/04/2024 15:17:30,04/04/2024 15:17:30,18440,18430,783,18655.99
04/04/2024 15:18:00,04/04/2024 15:26:00,18430,18420,21074,18653.91
04/04/2024 15:26:30,04/04/2024 15:26:30,18420,18410,1981,18653.71
04/04/2024 15:27:00,04/04/2024 15:27:30,18410,18400,1621,18653.54
04/04/2024 15:28:00,04/04/2024 15:28:30,18400,18390,3498,18653.15
04/04/2024 15:29:00,04/04/2024 15:29:30,18390,18380,3142,18652.8
04/04/2024 15:30:00,04/04/2024 15:33:00,18380,18370,10912,18651.52
04/04/2024 15:33:30,04/04/2024 15:38:30,18380,18390,11560,18650.24
04/04/2024 15:39:00,04/04/2024 15:41:30,18370,18360,7006,18649.4
04/04/2024 15:42:00,04/04/2024 15:45:30,18360,18350,8940,18648.3
04/04/2024 15:46:00,04/04/2024 15:50:00,18360,18370,8727,18647.29
04/04/2024 15:50:30,04/04/2024 15:56:00,18370,18380,17465,18645.35
04/04/2024 15:56:30,04/04/2024 15:57:00,18370,18360,3002,18645.0
04/04/2024 15:57:30,04/04/2024 15:58:00,18360,18350,2829,18644.66
04/04/2024 15:58:30,04/04/2024 16:18:00,18350,18340,31649,18640.81
04/04/2024 16:18:30,04/04/2024 16:18:30,18340,18330,546,18640.74
04/04/2024 16:19:00,04/04/2024 17:00:00,18330,18320,7934,18639.72
04/04/2024 18:00:30,04/04/2024 18:01:00,18350,18360,651,18639.65
04/04/2024 18:01:30,04/04/2024 18:23:00,18360,18370,3499,18639.26
04/04/2024 18:23:30,04/04/2024 18:23:30,18360,18350,188,18639.24
04/04/2024 18:24:00,04/04/2024 18:30:30,18350,18340,1480,18639.07
04/04/2024 18:31:00,04/04/2024 18:32:30,18350,18360,325,18639.03
04/04/2024 18:33:00,04/04/2024 18:52:30,18360,18370,2123,18638.8
04/04/2024 18:53:00,04/04/2024 20:36:30,18360,18350,8994,18637.77
04/04/2024 20:37:00,04/04/2024 20:37:30,18350,18340,527,18637.71
04/04/2024 20:38:00,04/04/2024 20:40:00,18330,18320,1209,18637.56
04/04/2024 20:40:30,04/04/2024 20:52:00,18330,18340,1306,18637.4
04/04/2024 20:52:30,04/04/2024 21:52:30,18340,18350,5299,18636.79
04/04/2024 21:53:00,04/04/2024 23:06:30,18340,18330,5060,18636.17
04/04/2024 23:07:00,04/04/2024 23:52:30,18340,18350,2314,18635.91
04/04/2024 23:53:00,04/04/2024 23:58:30,18350,18360,725,18635.83
04/04/2024 23:59:00,04/05/2024 01:06:30,18360,18370,3867,18635.41
04/05/2024 01:07:00,04/05/2024 03:21:00,18370,18380,15899,18633.79
04/05/2024 03:21:30,04/05/2024 04:03:30,18380,18390,6721,18633.14
04/05/2024 04:04:00,04/05/2024 07:37:00,18390,18400,23268,18630.99
04/05/2024 07:37:30,04/05/2024 07:41:30,18400,18410,1147,18630.89
04/05/2024 07:42:00,04/05/2024 08:30:00,18410,18420,9992,18630.06
